順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,持ち物_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,持ち物_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,持ち物_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,持ち物_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,持ち物_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,持ち物_6
3610,2254.000,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＹ,0908-00,マスカーニャ,,くさ,あく,一般,,こだわりスカーフ,0658-00,ゲッコウガ,,みず,あく,一般,,きあいのタスキ,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,のろいのおふだ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,オボンのみ
3665,2252.160,0428-00,ミミロップ,,ノーマル,,一般,,ミミロップナイト,0130-00,ギャラドス,,みず,ひこう,一般,,ラムのみ,0199-01,ヤドキング,ガラルのすがた,どく,エスパー,一般,,たべのこし,0473-00,マンムー,,こおり,じめん,一般,,やわらかいすな,0730-00,アシレーヌ,,みず,フェアリー,一般,,オボンのみ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,こだわりスカーフ
3685,2251.243,0983-00,ドドゲザン,,あく,はがね,一般,,くろいメガネ,0655-00,マフォクシー,,ほのお,エスパー,一般,,マフォクシナイト,0134-00,シャワーズ,,みず,,一般,,たべのこし,0730-00,アシレーヌ,,みず,フェアリー,一般,,オボンのみ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0740-00,ケケンカニ,,かくとう,こおり,一般,,ケケンカニナイト
3707,2250.632,0475-00,エルレイド,,エスパー,かくとう,一般,,ラムのみ,0282-00,サーナイト,,エスパー,フェアリー,一般,,サーナイトナイト,0503-01,ダイケンキ,ヒスイのすがた,みず,あく,一般,,きあいのタスキ,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＸ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,たべのこし,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,のろいのおふだ
3799,2246.750,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,しんぴのしずく,0279-00,ペリッパー,,みず,ひこう,一般,,ピントレンズ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,オボンのみ,0154-00,メガニウム,,くさ,,一般,,メガニウムナイト,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ
3806,2246.544,0115-00,ガルーラ,,ノーマル,,一般,,ガルーラナイト,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0637-00,ウルガモス,,むし,ほのお,一般,,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,,カイリュナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,ハバンのみ,0473-00,マンムー,,こおり,じめん,一般,,きあいのタスキ
3841,2244.543,0350-00,ミロカロス,,みず,,一般,,たべのこし,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0637-00,ウルガモス,,むし,ほのお,一般,,オボンのみ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,しろいハーブ
3845,2244.386,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＹ,0448-00,ルカリオ,,かくとう,はがね,一般,,ルカリオナイト,0908-00,マスカーニャ,,くさ,あく,一般,,きあいのタスキ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,オボンのみ,0730-00,アシレーヌ,,みず,フェアリー,一般,,たべのこし,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ
3859,2243.815,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＸ,0450-00,カバルドン,,じめん,,一般,,たべのこし,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0908-00,マスカーニャ,,くさ,あく,一般,,こだわりスカーフ,0730-00,アシレーヌ,,みず,フェアリー,一般,,オボンのみ,0823-00,アーマーガア,,ひこう,はがね,一般,,ひかりのこな
3918,2240.633,0637-00,ウルガモス,,むし,ほのお,一般,,オボンのみ,0121-00,スターミー,,みず,エスパー,一般,,スターミナイト,0115-00,ガルーラ,,ノーマル,,一般,,ガルーラナイト,0730-00,アシレーヌ,,みず,フェアリー,一般,,カゴのみ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,たべのこし
3993,2237.559,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＸ,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0983-00,ドドゲザン,,あく,はがね,一般,,くろいメガネ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,オボンのみ,0395-00,エンペルト,,みず,はがね,一般,,たべのこし
4658,2215.617,0127-00,カイロス,,むし,,一般,,カイロスナイト,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト,0900-00,バサギリ,,むし,いわ,一般,,こだわりスカーフ,0752-00,オニシズクモ,,みず,むし,一般,,しんぴのしずく,0205-00,フォレトス,,むし,はがね,一般,,たべのこし,0637-00,ウルガモス,,むし,ほのお,一般,,オボンのみ
4671,2215.416,0655-00,マフォクシー,,ほのお,エスパー,一般,,マフォクシナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,ハバンのみ,0730-00,アシレーヌ,,みず,フェアリー,一般,,しんぴのしずく,0908-00,マスカーニャ,,くさ,あく,一般,,きあいのタスキ,0227-00,エアームド,,はがね,ひこう,一般,,エアームドナイト,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,カゴのみ
4679,2215.291,0149-00,カイリュー,,ドラゴン,ひこう,一般,,カイリュナイト,0212-00,ハッサム,,むし,はがね,一般,,メタルコート,0395-00,エンペルト,,みず,はがね,一般,,きあいのタスキ,0448-00,ルカリオ,,かくとう,はがね,一般,,ルカリオナイト,0003-00,フシギバナ,,くさ,どく,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ
4755,2214.234,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＹ,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0823-00,アーマーガア,,ひこう,はがね,一般,,オボンのみ,0970-00,キラフロル,,いわ,どく,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,しろいハーブ
4761,2214.123,0127-00,カイロス,,むし,,一般,,カイロスナイト,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト,0637-00,ウルガモス,,むし,ほのお,一般,,きあいのタスキ,0900-00,バサギリ,,むし,いわ,一般,,こだわりスカーフ,0205-00,フォレトス,,むし,はがね,一般,,たべのこし,0752-00,オニシズクモ,,みず,むし,一般,,しんぴのしずく
4957,2211.722,0282-00,サーナイト,,エスパー,フェアリー,一般,,サーナイトナイト,0018-00,ピジョット,,ノーマル,ひこう,一般,,ピジョットナイト,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,,きあいのタスキ,0752-00,オニシズクモ,,みず,むし,一般,,オボンのみ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,のろいのおふだ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,ラムのみ
4986,2211.488,0956-00,クエスパトラ,,エスパー,,一般,,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,,カイリュナイト,0036-00,ピクシー,,フェアリー,,一般,,ピクシナイト,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,,きあいのタスキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,ピントレンズ,0675-00,ゴロンダ,,かくとう,あく,一般,,しろいハーブ
4988,2211.473,0448-00,ルカリオ,,かくとう,はがね,一般,,ルカリオナイト,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＹ,0450-00,カバルドン,,じめん,,一般,,オボンのみ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0908-00,マスカーニャ,,くさ,あく,一般,,たべのこし,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,カゴのみ
5175,2209.230,0227-00,エアームド,,はがね,ひこう,一般,,エアームドナイト,0306-00,ボスゴドラ,,はがね,いわ,一般,,ボスゴドラナイト,0448-00,ルカリオ,,かくとう,はがね,一般,,ルカリオナイト,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,きあいのタスキ,0983-00,ドドゲザン,,あく,はがね,一般,,オッカのみ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,ヨプのみ
5176,2209.220,0471-00,グレイシア,,こおり,,一般,,とけないこおり,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0227-00,エアームド,,はがね,ひこう,一般,,エアームドナイト,0197-00,ブラッキー,,あく,,一般,,たべのこし,0115-00,ガルーラ,,ノーマル,,一般,,ガルーラナイト,0655-00,マフォクシー,,ほのお,エスパー,一般,,マフォクシナイト
5183,2209.133,0115-00,ガルーラ,,ノーマル,,一般,,ガルーラナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0730-00,アシレーヌ,,みず,フェアリー,一般,,ラムのみ,0655-00,マフォクシー,,ほのお,エスパー,一般,,マフォクシナイト,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,オボンのみ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,たべのこし
5220,2208.492,0503-01,ダイケンキ,ヒスイのすがた,みず,あく,一般,,ラムのみ,0695-00,エレザード,,でんき,ノーマル,一般,,オボンのみ,0956-00,クエスパトラ,,エスパー,,一般,,きあいのタスキ,0855-00,ポットデス,がんさくフォルム,ゴースト,,一般,,しろいハーブ,0227-00,エアームド,,はがね,ひこう,一般,,エアームドナイト,0154-00,メガニウム,,くさ,,一般,,メガニウムナイト
5228,2208.000,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,のろいのおふだ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,ようせいのハネ,0428-00,ミミロップ,,ノーマル,,一般,,ミミロップナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,オボンのみ,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト
5249,2208.219,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,ラムのみ,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0908-00,マスカーニャ,,くさ,あく,一般,,こだわりスカーフ,0752-00,オニシズクモ,,みず,むし,一般,,オボンのみ
5352,2207.162,0135-00,サンダース,,でんき,,一般,,こだわりスカーフ,0130-00,ギャラドス,,みず,ひこう,一般,,ラムのみ,0212-00,ハッサム,,むし,はがね,一般,,オボンのみ,0197-00,ブラッキー,,あく,,一般,,たべのこし,0655-00,マフォクシー,,ほのお,エスパー,一般,,マフォクシナイト,0003-00,フシギバナ,,くさ,どく,一般,,フシギバナイト
5356,2207.101,0115-00,ガルーラ,,ノーマル,,一般,,ガルーラナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,,カイリュナイト,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,たべのこし,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,きあいのタスキ,0730-00,アシレーヌ,,みず,フェアリー,一般,,オボンのみ
5366,2207.002,0445-00,ガブリアス,,ドラゴン,じめん,一般,,オボンのみ,0197-00,ブラッキー,,あく,,一般,,たべのこし,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0970-00,キラフロル,,いわ,どく,一般,,きあいのタスキ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＹ
5482,2205.895,0956-00,クエスパトラ,,エスパー,,一般,,きあいのタスキ,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト,0637-00,ウルガモス,,むし,ほのお,一般,,オボンのみ,0730-00,アシレーヌ,,みず,フェアリー,一般,,たべのこし,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ
5567,2205.117,0478-00,ユキメノコ,,こおり,ゴースト,一般,,ユキメノコナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,オボンのみ,0637-00,ウルガモス,,むし,ほのお,一般,,たべのこし,0121-00,スターミー,,みず,エスパー,一般,,スターミナイト,0635-00,サザンドラ,,あく,ドラゴン,一般,,こだわりスカーフ,0939-00,ハラバリー,,でんき,,一般,,シュカのみ
5668,2204.219,0908-00,マスカーニャ,,くさ,あく,一般,,こだわりスカーフ,0724-01,ジュナイパー,ヒスイのすがた,くさ,かくとう,一般,,きあいのタスキ,0952-00,スコヴィラン,,くさ,ほのお,一般,,たべのこし,0003-00,フシギバナ,,くさ,どく,一般,,フシギバナイト,0497-00,ジャローダ,,くさ,,一般,,ビアーのみ,0652-00,ブリガロン,,くさ,かくとう,一般,,ブリガロナイト
5678,2204.171,0197-00,ブラッキー,,あく,,一般,,たべのこし,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＸ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,のろいのおふだ,0730-00,アシレーヌ,,みず,フェアリー,一般,,オボンのみ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ,0003-00,フシギバナ,,くさ,どく,一般,,フシギバナイト
5706,2203.940,0214-00,ヘラクロス,,むし,かくとう,一般,,ヘラクロスナイト,0149-00,カイリュー,,ドラゴン,ひこう,一般,,カイリュナイト,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0983-00,ドドゲザン,,あく,はがね,一般,,ヨプのみ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,たべのこし,0199-01,ヤドキング,ガラルのすがた,どく,エスパー,一般,,オボンのみ
5785,,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0212-00,ハッサム,,むし,はがね,一般,,たべのこし,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,,きあいのタスキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,ようせいのハネ,0952-00,スコヴィラン,,くさ,ほのお,一般,,スコヴィラナイト
5871,2202.494,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,,きあいのタスキ,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,オボンのみ,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0475-00,エルレイド,,エスパー,かくとう,一般,,ピントレンズ
